date,slot,action,battery_level_kWh,JEPX_prediction,JEPX_actual,EPRX1_prediction,EPRX1_actual,EPRX3_prediction,EPRX3_actual,imbalance,JEPX_PnL,EPRX1_PnL,EPRX3_PnL,Wheeling_charges,Total_Daily_PnL
2023/10/1,48,idle,0.0,11.78,9.52,0,0,0,0,9.52,0.0,0.0,0.0,0.0,0.0
2023/10/10,1,idle,0.0,8.31,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/10,2,idle,0.0,7.76,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/10,3,idle,0.0,8.23,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/10,4,idle,0.0,8.52,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/10,5,idle,0.0,9.34,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/10,6,idle,0.0,9.23,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/10,7,idle,0.0,10.92,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/10,8,idle,0.0,12.01,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/10,9,idle,0.0,12.34,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/10,10,idle,0.0,10.64,11.37,0,0,0,0,11.37,0.0,0.0,0.0,0.0,0.0
2023/10/10,11,idle,0.0,10.86,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/10,12,idle,0.0,11.9,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/10,13,idle,0.0,12.01,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/10,14,idle,0.0,10.97,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/10,15,idle,0.0,9.48,10.31,0,0,0,0,10.31,0.0,0.0,0.0,0.0,0.0
2023/10/10,16,idle,0.0,8.59,9.66,0,0,0,0,9.66,0.0,0.0,0.0,0.0,0.0
2023/10/10,17,idle,0.0,11.2,9.55,0,0,0,0,9.55,0.0,0.0,0.0,0.0,0.0
2023/10/10,18,idle,0.0,5.64,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0
2023/10/10,19,idle,0.0,2.35,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/10,20,idle,0.0,2.13,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/10,21,idle,0.0,2.09,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/10,22,idle,0.0,1.65,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/10,23,charge,1000.0,1.19,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,24,charge,2000.0,1.1,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,25,charge,3000.0,1.15,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,26,idle,3000.0,1.32,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/10,27,charge,4000.0,1.02,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,28,charge,5000.0,1.0,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,29,charge,6000.0,1.22,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,30,charge,7000.0,0.63,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/10,31,idle,7000.0,5.43,6.56,0,0,0,0,6.56,0.0,0.0,0.0,0.0,0.0
2023/10/10,32,idle,7000.0,11.93,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/10,33,idle,7000.0,11.11,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/10,34,idle,7000.0,12.13,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/10,35,discharge,6000.0,12.3,11.94,0,0,0,0,11.94,11343.0,0.0,0.0,0.0,11343.0
2023/10/10,36,discharge,5000.0,12.74,12.42,0,0,0,0,12.42,11799.0,0.0,0.0,0.0,11799.0
2023/10/10,37,discharge,4000.0,12.8,12.42,0,0,0,0,12.42,11799.0,0.0,0.0,0.0,11799.0
2023/10/10,38,discharge,3000.0,12.83,12.42,0,0,0,0,12.42,11799.0,0.0,0.0,0.0,11799.0
2023/10/10,39,discharge,2000.0,12.86,12.42,0,0,0,0,12.42,11799.0,0.0,0.0,0.0,11799.0
2023/10/10,40,discharge,1000.0,12.51,11.34,0,0,0,0,11.34,10773.0,0.0,0.0,0.0,10773.0
2023/10/10,41,discharge,0.0,12.36,11.34,0,0,0,0,11.34,10773.0,0.0,0.0,0.0,10773.0
2023/10/10,42,idle,0.0,11.58,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/10,43,idle,0.0,11.9,11.1,0,0,0,0,11.1,0.0,0.0,0.0,0.0,0.0
2023/10/10,44,idle,0.0,11.36,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/10,45,idle,0.0,11.09,10.73,0,0,0,0,10.73,0.0,0.0,0.0,0.0,0.0
2023/10/10,46,idle,0.0,10.07,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/10,47,idle,0.0,9.24,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/10,48,idle,0.0,9.4,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/11,1,idle,0.0,9.31,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/11,2,idle,0.0,9.04,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/11,3,idle,0.0,8.88,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/11,4,idle,0.0,8.06,9.66,0,0,0,0,9.66,0.0,0.0,0.0,0.0,0.0
2023/10/11,5,idle,0.0,9.61,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/11,6,idle,0.0,9.89,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/11,7,idle,0.0,9.86,10.03,0,0,0,0,10.03,0.0,0.0,0.0,0.0,0.0
2023/10/11,8,idle,0.0,10.26,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/11,9,idle,0.0,10.83,10.6,0,0,0,0,10.6,0.0,0.0,0.0,0.0,0.0
2023/10/11,10,idle,0.0,11.06,10.6,0,0,0,0,10.6,0.0,0.0,0.0,0.0,0.0
2023/10/11,11,idle,0.0,10.85,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/11,12,idle,0.0,10.68,10.76,0,0,0,0,10.76,0.0,0.0,0.0,0.0,0.0
2023/10/11,13,idle,0.0,10.73,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/11,14,idle,0.0,10.88,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/11,15,idle,0.0,10.65,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/11,16,idle,0.0,9.56,10.3,0,0,0,0,10.3,0.0,0.0,0.0,0.0,0.0
2023/10/11,17,idle,0.0,8.95,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/11,18,idle,0.0,6.54,6.56,0,0,0,0,6.56,0.0,0.0,0.0,0.0,0.0
2023/10/11,19,idle,0.0,1.43,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/11,20,charge,1000.0,1.03,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,21,charge,2000.0,0.77,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,22,idle,2000.0,1.34,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/11,23,idle,2000.0,1.18,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/11,24,charge,3000.0,0.98,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,25,charge,4000.0,0.69,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,26,charge,5000.0,0.8,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,27,charge,6000.0,1.06,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,28,idle,6000.0,1.27,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/11,29,charge,7000.0,0.61,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/11,30,idle,7000.0,1.17,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/11,31,idle,7000.0,9.11,10.31,0,0,0,0,10.31,0.0,0.0,0.0,0.0,0.0
2023/10/11,32,idle,7000.0,12.06,11.34,0,0,0,0,11.34,0.0,0.0,0.0,0.0,0.0
2023/10/11,33,idle,7000.0,10.91,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/11,34,idle,7000.0,11.84,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/11,35,discharge,6000.0,13.46,12.61,0,0,0,0,12.61,11979.5,0.0,0.0,0.0,11979.5
2023/10/11,36,discharge,5000.0,13.68,13.0,0,0,0,0,13.0,12350.0,0.0,0.0,0.0,12350.0
2023/10/11,37,discharge,4000.0,12.75,12.8,0,0,0,0,12.8,12160.0,0.0,0.0,0.0,12160.0
2023/10/11,38,discharge,3000.0,12.93,12.59,0,0,0,0,12.59,11960.5,0.0,0.0,0.0,11960.5
2023/10/11,39,discharge,2000.0,12.84,12.42,0,0,0,0,12.42,11799.0,0.0,0.0,0.0,11799.0
2023/10/11,40,idle,2000.0,11.15,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/11,41,discharge,1000.0,12.12,11.94,0,0,0,0,11.94,11343.0,0.0,0.0,0.0,11343.0
2023/10/11,42,discharge,0.0,12.62,12.27,0,0,0,0,12.27,11656.5,0.0,0.0,0.0,11656.5
2023/10/11,43,idle,0.0,12.06,11.94,0,0,0,0,11.94,0.0,0.0,0.0,0.0,0.0
2023/10/11,44,idle,0.0,10.97,10.94,0,0,0,0,10.94,0.0,0.0,0.0,0.0,0.0
2023/10/11,45,idle,0.0,11.04,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/11,46,idle,0.0,10.58,10.76,0,0,0,0,10.76,0.0,0.0,0.0,0.0,0.0
2023/10/11,47,idle,0.0,9.83,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/11,48,idle,0.0,9.36,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/12,1,idle,0.0,8.97,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/12,2,idle,0.0,9.18,10.03,0,0,0,0,10.03,0.0,0.0,0.0,0.0,0.0
2023/10/12,3,idle,0.0,8.74,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/12,4,idle,0.0,11.17,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/12,5,idle,0.0,12.25,10.75,0,0,0,0,10.75,0.0,0.0,0.0,0.0,0.0
2023/10/12,6,idle,0.0,11.91,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/12,7,idle,0.0,10.47,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/12,8,idle,0.0,10.0,11.41,0,0,0,0,11.41,0.0,0.0,0.0,0.0,0.0
2023/10/12,9,idle,0.0,11.25,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/12,10,idle,0.0,11.59,10.76,0,0,0,0,10.76,0.0,0.0,0.0,0.0,0.0
2023/10/12,11,idle,0.0,11.1,10.74,0,0,0,0,10.74,0.0,0.0,0.0,0.0,0.0
2023/10/12,12,idle,0.0,11.44,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/12,13,idle,0.0,11.37,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/12,14,idle,0.0,11.38,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/12,15,idle,0.0,10.37,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/12,16,idle,0.0,10.52,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/12,17,idle,0.0,6.72,9.38,0,0,0,0,9.38,0.0,0.0,0.0,0.0,0.0
2023/10/12,18,idle,0.0,0.78,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,19,idle,0.0,1.34,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,20,idle,0.0,0.82,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,21,charge,1000.0,0.57,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,22,charge,2000.0,0.4,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,23,charge,3000.0,0.31,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,24,charge,4000.0,0.4,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,25,charge,5000.0,0.58,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,26,idle,5000.0,0.76,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,27,charge,6000.0,0.57,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,28,charge,7000.0,0.53,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/12,29,idle,7000.0,0.76,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,30,idle,7000.0,1.54,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/12,31,idle,7000.0,10.57,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/12,32,idle,7000.0,12.93,11.47,0,0,0,0,11.47,0.0,0.0,0.0,0.0,0.0
2023/10/12,33,idle,7000.0,11.55,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/12,34,idle,7000.0,12.37,11.46,0,0,0,0,11.46,0.0,0.0,0.0,0.0,0.0
2023/10/12,35,discharge,6000.0,13.4,12.61,0,0,0,0,12.61,11979.5,0.0,0.0,0.0,11979.5
2023/10/12,36,discharge,5000.0,13.79,12.78,0,0,0,0,12.78,12141.0,0.0,0.0,0.0,12141.0
2023/10/12,37,discharge,4000.0,12.93,12.61,0,0,0,0,12.61,11979.5,0.0,0.0,0.0,11979.5
2023/10/12,38,discharge,3000.0,13.86,11.47,0,0,0,0,11.47,10896.5,0.0,0.0,0.0,10896.5
2023/10/12,39,idle,3000.0,12.35,12.0,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0
2023/10/12,40,discharge,2000.0,13.01,11.41,0,0,0,0,11.41,10839.5,0.0,0.0,0.0,10839.5
2023/10/12,41,discharge,1000.0,13.44,11.46,0,0,0,0,11.46,10887.0,0.0,0.0,0.0,10887.0
2023/10/12,42,discharge,0.0,13.59,11.46,0,0,0,0,11.46,10887.0,0.0,0.0,0.0,10887.0
2023/10/12,43,idle,0.0,12.13,11.1,0,0,0,0,11.1,0.0,0.0,0.0,0.0,0.0
2023/10/12,44,idle,0.0,12.13,11.1,0,0,0,0,11.1,0.0,0.0,0.0,0.0,0.0
2023/10/12,45,idle,0.0,11.03,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/12,46,idle,0.0,10.75,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/12,47,idle,0.0,10.03,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/12,48,idle,0.0,10.12,10.03,0,0,0,0,10.03,0.0,0.0,0.0,0.0,0.0
2023/10/13,1,idle,0.0,10.49,9.85,0,0,0,0,9.85,0.0,0.0,0.0,0.0,0.0
2023/10/13,2,idle,0.0,9.72,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/13,3,idle,0.0,9.17,9.55,0,0,0,0,9.55,0.0,0.0,0.0,0.0,0.0
2023/10/13,4,idle,0.0,9.06,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/13,5,idle,0.0,9.34,9.83,0,0,0,0,9.83,0.0,0.0,0.0,0.0,0.0
2023/10/13,6,idle,0.0,9.75,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/13,7,idle,0.0,9.57,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/13,8,idle,0.0,10.74,10.59,0,0,0,0,10.59,0.0,0.0,0.0,0.0,0.0
2023/10/13,9,idle,0.0,11.41,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/13,10,idle,0.0,11.57,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/13,11,idle,0.0,11.0,10.6,0,0,0,0,10.6,0.0,0.0,0.0,0.0,0.0
2023/10/13,12,idle,0.0,11.55,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/13,13,idle,0.0,11.19,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/13,14,idle,0.0,9.68,10.0,0,0,0,0,10.0,0.0,0.0,0.0,0.0,0.0
2023/10/13,15,idle,0.0,10.44,10.82,0,0,0,0,10.82,0.0,0.0,0.0,0.0,0.0
2023/10/13,16,idle,0.0,10.4,9.98,0,0,0,0,9.98,0.0,0.0,0.0,0.0,0.0
2023/10/13,17,idle,0.0,7.51,9.79,0,0,0,0,9.79,0.0,0.0,0.0,0.0,0.0
2023/10/13,18,charge,1000.0,1.71,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,19,charge,2000.0,1.42,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,20,charge,3000.0,1.68,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,21,charge,4000.0,1.94,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,22,charge,5000.0,2.24,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,23,charge,6000.0,2.68,0.01,0,0,0,0,0.01,-10.309278350515465,0.0,0.0,0.0,-10.309278350515465
2023/10/13,24,idle,6000.0,2.83,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,25,idle,6000.0,2.97,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,26,idle,6000.0,2.98,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,27,idle,6000.0,2.85,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,28,idle,6000.0,3.29,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,29,idle,6000.0,3.08,0.01,0,0,0,0,0.01,0.0,0.0,0.0,0.0,0.0
2023/10/13,30,charge,7000.0,2.25,0.09,0,0,0,0,0.09,-92.78350515463919,0.0,0.0,0.0,-92.78350515463919
2023/10/13,31,idle,7000.0,10.31,10.92,0,0,0,0,10.92,0.0,0.0,0.0,0.0,0.0
2023/10/13,32,idle,7000.0,11.25,11.96,0,0,0,0,11.96,0.0,0.0,0.0,0.0,0.0
2023/10/13,33,idle,7000.0,11.35,10.86,0,0,0,0,10.86,0.0,0.0,0.0,0.0,0.0
2023/10/13,34,idle,7000.0,11.61,12.44,0,0,0,0,12.44,0.0,0.0,0.0,0.0,0.0
2023/10/13,35,discharge,6000.0,13.12,13.2,0,0,0,0,13.2,12540.0,0.0,0.0,0.0,12540.0
2023/10/13,36,discharge,5000.0,12.98,13.49,0,0,0,0,13.49,12815.5,0.0,0.0,0.0,12815.5
2023/10/13,37,discharge,4000.0,12.39,12.61,0,0,0,0,12.61,11979.5,0.0,0.0,0.0,11979.5
2023/10/13,38,discharge,3000.0,12.33,11.96,0,0,0,0,11.96,11362.0,0.0,0.0,0.0,11362.0
2023/10/13,39,discharge,2000.0,13.17,11.47,0,0,0,0,11.47,10896.5,0.0,0.0,0.0,10896.5
2023/10/13,40,idle,2000.0,12.17,11.34,0,0,0,0,11.34,0.0,0.0,0.0,0.0,0.0
2023/10/13,41,discharge,1000.0,13.1,11.46,0,0,0,0,11.46,10887.0,0.0,0.0,0.0,10887.0
2023/10/13,42,discharge,0.0,12.22,11.96,0,0,0,0,11.96,11362.0,0.0,0.0,0.0,11362.0
2023/10/13,43,idle,0.0,11.65,11.68,0,0,0,0,11.68,0.0,0.0,0.0,0.0,0.0
